review_id,hotel_id,hotel_name,city,star_rating,overall_rating,total_reviews,price_per_night_inr,room_size_sqft,number_of_rooms,number_of_floors,year_established,family_friendly,pet_friendly,business_facilities,pool_available,spa_available,primary_crowd_type,cleanliness_score,service_score,food_quality_score,location_score,amenities,nearby_attraction,distance_to_attraction_km,reviewer_name,review_rating,review_date,review_text
REV0218,HTL053,Sunset Haven Jaipur,Jaipur,4,2.8,898,6224,607,495,6,2004,Yes,Yes,No,No,No,Business,4.6,4.4,2.7,4.5,Swimming Pool|Spa|Conference Rooms|Restaurant|Laundry|Rooftop Lounge,Zoo,7.7,Vikram Singh,3.4,2024-11-05,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0219,HTL054,The Lakeside Retreat,Bangalore,3,2.8,1312,16073,568,409,19,1991,Yes,Yes,Yes,No,No,Seniors,3.2,3.2,3.9,4.2,Laundry|Conference Rooms|Swimming Pool|Bar|Bicycle Rental|Airport Shuttle,Local Market,7.3,Siddharth Roy,2.9,2024-05-10,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0220,HTL054,The Lakeside Retreat,Bangalore,3,2.8,1312,16073,568,409,19,1991,Yes,Yes,Yes,No,No,Seniors,3.2,3.2,3.9,4.2,Laundry|Conference Rooms|Swimming Pool|Bar|Bicycle Rental|Airport Shuttle,Local Market,7.3,Nikhil Joshi,3.7,2024-02-06,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0221,HTL054,The Lakeside Retreat,Bangalore,3,2.8,1312,16073,568,409,19,1991,Yes,Yes,Yes,No,No,Seniors,3.2,3.2,3.9,4.2,Laundry|Conference Rooms|Swimming Pool|Bar|Bicycle Rental|Airport Shuttle,Local Market,7.3,Divya Choudhary,3.2,2024-05-16,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0222,HTL054,The Lakeside Retreat,Bangalore,3,2.8,1312,16073,568,409,19,1991,Yes,Yes,Yes,No,No,Seniors,3.2,3.2,3.9,4.2,Laundry|Conference Rooms|Swimming Pool|Bar|Bicycle Rental|Airport Shuttle,Local Market,7.3,Amit Verma,3.4,2024-04-24,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0223,HTL054,The Lakeside Retreat,Bangalore,3,2.8,1312,16073,568,409,19,1991,Yes,Yes,Yes,No,No,Seniors,3.2,3.2,3.9,4.2,Laundry|Conference Rooms|Swimming Pool|Bar|Bicycle Rental|Airport Shuttle,Local Market,7.3,Deepika Bhatt,4.0,2024-04-15,Had a mixed experience. The rooftop restaurant was advertised as having sea views but was partially blocked by a neighboring building — disappointing. The pool was often overcrowded and sunbeds were hard to find after 9am. Food at the restaurant was average at best and room service arrived cold on two occasions. The rooms themselves were clean and comfortable but the price point does not match the delivery on amenities. Staff was polite but service was slow. Would not return at this price.
REV0224,HTL055,Mountain View Inn,Jaipur,4,3.5,2590,13948,537,245,23,2012,Partially,Yes,No,No,Yes,Mixed,3.6,4.9,4.9,3.6,Airport Shuttle|Kids Club|Free Parking|Restaurant|Rooftop Lounge|Conference Rooms|Bar|Room Service|Gym,Local Market,9.3,Ritu Agarwal,2.6,2024-12-15,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0225,HTL055,Mountain View Inn,Jaipur,4,3.5,2590,13948,537,245,23,2012,Partially,Yes,No,No,Yes,Mixed,3.6,4.9,4.9,3.6,Airport Shuttle|Kids Club|Free Parking|Restaurant|Rooftop Lounge|Conference Rooms|Bar|Room Service|Gym,Local Market,9.3,Rohan Gupta,3.6,2024-05-27,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0226,HTL055,Mountain View Inn,Jaipur,4,3.5,2590,13948,537,245,23,2012,Partially,Yes,No,No,Yes,Mixed,3.6,4.9,4.9,3.6,Airport Shuttle|Kids Club|Free Parking|Restaurant|Rooftop Lounge|Conference Rooms|Bar|Room Service|Gym,Local Market,9.3,Amit Verma,4.5,2024-07-22,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0227,HTL056,The Hillside Manor Jaipur,Jaipur,3,3.4,681,15365,586,57,30,2015,Partially,No,No,Yes,No,Couples,3.2,3.5,4.2,3.3,Swimming Pool|Free Parking|Airport Shuttle|Room Service|Concierge|Conference Rooms|Rooftop Lounge|Laundry,Local Market,0.3,Suresh Krishnan,3.1,2024-06-13,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0228,HTL056,The Hillside Manor Jaipur,Jaipur,3,3.4,681,15365,586,57,30,2015,Partially,No,No,Yes,No,Couples,3.2,3.5,4.2,3.3,Swimming Pool|Free Parking|Airport Shuttle|Room Service|Concierge|Conference Rooms|Rooftop Lounge|Laundry,Local Market,0.3,Karan Malhotra,4.4,2024-10-23,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0229,HTL056,The Hillside Manor Jaipur,Jaipur,3,3.4,681,15365,586,57,30,2015,Partially,No,No,Yes,No,Couples,3.2,3.5,4.2,3.3,Swimming Pool|Free Parking|Airport Shuttle|Room Service|Concierge|Conference Rooms|Rooftop Lounge|Laundry,Local Market,0.3,Manish Tiwari,2.9,2024-01-16,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0230,HTL056,The Hillside Manor Jaipur,Jaipur,3,3.4,681,15365,586,57,30,2015,Partially,No,No,Yes,No,Couples,3.2,3.5,4.2,3.3,Swimming Pool|Free Parking|Airport Shuttle|Room Service|Concierge|Conference Rooms|Rooftop Lounge|Laundry,Local Market,0.3,Sneha Patel,3.2,2024-02-04,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0231,HTL057,Urban Oasis Hotel,Bangalore,4,4.5,2184,17324,556,263,8,2013,Partially,No,No,Yes,No,Family,4.6,3.2,4.6,4.3,Room Service|Gym|Concierge|Restaurant|Pet Friendly|Laundry|Airport Shuttle|Free Parking|Kids Club,Botanical Garden,4.4,Anjali Nair,4.1,2024-07-13,"Stayed for a 5 day corporate conference. The conference facilities are excellent — high quality projectors, reliable gigabit Wi-Fi, and a dedicated business center with printing and scanning. The restaurant serves a solid breakfast buffet which is important for early morning meetings. The bar is a good spot for informal networking dinners. Rooms are soundproofed and quiet which I appreciate when working late. The pool was a great way to decompress after long sessions. Would book again for corporate events."
REV0232,HTL057,Urban Oasis Hotel,Bangalore,4,4.5,2184,17324,556,263,8,2013,Partially,No,No,Yes,No,Family,4.6,3.2,4.6,4.3,Room Service|Gym|Concierge|Restaurant|Pet Friendly|Laundry|Airport Shuttle|Free Parking|Kids Club,Botanical Garden,4.4,Rahul Sharma,4.3,2024-04-15,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0233,HTL057,Urban Oasis Hotel,Bangalore,4,4.5,2184,17324,556,263,8,2013,Partially,No,No,Yes,No,Family,4.6,3.2,4.6,4.3,Room Service|Gym|Concierge|Restaurant|Pet Friendly|Laundry|Airport Shuttle|Free Parking|Kids Club,Botanical Garden,4.4,Suresh Krishnan,3.6,2024-01-23,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0234,HTL057,Urban Oasis Hotel,Bangalore,4,4.5,2184,17324,556,263,8,2013,Partially,No,No,Yes,No,Family,4.6,3.2,4.6,4.3,Room Service|Gym|Concierge|Restaurant|Pet Friendly|Laundry|Airport Shuttle|Free Parking|Kids Club,Botanical Garden,4.4,Rohan Gupta,3.0,2024-12-26,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0235,HTL058,Blue Lagoon Resort,Pune,5,3.2,1385,7957,668,78,18,2016,Partially,No,No,No,Yes,Groups,3.7,3.9,2.9,4.3,Bicycle Rental|Free Parking|Laundry|Spa|Airport Shuttle|Gym,Beach,1.4,Vikram Singh,3.8,2024-07-20,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0236,HTL058,Blue Lagoon Resort,Pune,5,3.2,1385,7957,668,78,18,2016,Partially,No,No,No,Yes,Groups,3.7,3.9,2.9,4.3,Bicycle Rental|Free Parking|Laundry|Spa|Airport Shuttle|Gym,Beach,1.4,Vikram Singh,3.9,2024-07-06,"Great hotel for families. The swimming pool has a shallow section for kids and lifeguards are always present which gave us peace of mind. The restaurant serves continental and Indian food and the kitchen accommodated our kids' food preferences without any fuss. The family suite was large with a separate sleeping area for children. Staff was warm and patient with our little ones. The property is clean, safe, and well-maintained. Highly recommend for family vacations."
REV0237,HTL058,Blue Lagoon Resort,Pune,5,3.2,1385,7957,668,78,18,2016,Partially,No,No,No,Yes,Groups,3.7,3.9,2.9,4.3,Bicycle Rental|Free Parking|Laundry|Spa|Airport Shuttle|Gym,Beach,1.4,Deepika Bhatt,4.1,2024-12-21,"This hotel is a true wellness sanctuary. The spa is the best I have experienced in India — highly skilled therapists, premium oils, and a beautifully designed treatment room with soft natural light. Post-spa the pool area is serene and rarely crowded. The restaurant serves a dedicated wellness menu with fresh juices, salads, and low-calorie options alongside regular meals. There is no rooftop restaurant but the ground floor dining area has large windows with a garden view. Ideal for anyone seeking rest and rejuvenation."
REV0238,HTL058,Blue Lagoon Resort,Pune,5,3.2,1385,7957,668,78,18,2016,Partially,No,No,No,Yes,Groups,3.7,3.9,2.9,4.3,Bicycle Rental|Free Parking|Laundry|Spa|Airport Shuttle|Gym,Beach,1.4,Anjali Nair,3.9,2024-08-10,The hotel looks great in photos but reality was different. The rooftop dining area is small and noisy. The sea view exists but only if you get a corner table which required booking days in advance. Pool maintenance was mediocre — the water was not very clean on day two of our stay. Check-in took nearly an hour. Positives — the bed was extremely comfortable and the breakfast buffet was actually quite good. Overall a below average experience for a supposedly 4-star property.
REV0239,HTL059,Urban Oasis Hotel,Jaipur,4,4.2,1520,1814,696,89,14,2009,Partially,No,No,No,No,Mixed,4.0,3.2,2.6,4.5,Swimming Pool|Bar|Restaurant|Pet Friendly|Laundry|Gym,Theme Park,5.7,Sneha Patel,3.2,2024-09-27,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0240,HTL059,Urban Oasis Hotel,Jaipur,4,4.2,1520,1814,696,89,14,2009,Partially,No,No,No,No,Mixed,4.0,3.2,2.6,4.5,Swimming Pool|Bar|Restaurant|Pet Friendly|Laundry|Gym,Theme Park,5.7,Meera Pillai,3.9,2024-01-25,Woke up every morning to the sound of birds and the sight of mist rising off the lake. The open-air lakeside restaurant serves excellent local cuisine and the ambiance is very romantic. The pool overlooks the lake and you can see boats drifting past while you swim. The hotel is well-maintained and the staff was consistently helpful. Ideal for a peaceful escape from city life. One of the most beautiful properties we have stayed at in India.
REV0241,HTL059,Urban Oasis Hotel,Jaipur,4,4.2,1520,1814,696,89,14,2009,Partially,No,No,No,No,Mixed,4.0,3.2,2.6,4.5,Swimming Pool|Bar|Restaurant|Pet Friendly|Laundry|Gym,Theme Park,5.7,Karan Malhotra,3.9,2024-07-04,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0242,HTL059,Urban Oasis Hotel,Jaipur,4,4.2,1520,1814,696,89,14,2009,Partially,No,No,No,No,Mixed,4.0,3.2,2.6,4.5,Swimming Pool|Bar|Restaurant|Pet Friendly|Laundry|Gym,Theme Park,5.7,Kavya Iyer,3.2,2024-01-15,Stayed here for 4 nights as a solo traveler on a budget. The hostel-style social vibe was great — easy to meet people. Restaurant serves basic Indian and continental food at very reasonable prices. The pool is small but gets the job done after a hot day of sightseeing. Rooms are clean and the AC worked fine. No luxury amenities but the staff was friendly and the location is excellent. Would stay again.
REV0243,HTL060,Golden Sands Resort Bangalore,Bangalore,3,3.8,530,9264,414,435,24,2012,Yes,Yes,Yes,Yes,Yes,Groups,4.1,4.2,2.9,5.0,Bar|Free Parking|Bicycle Rental|Pet Friendly|Airport Shuttle|Spa,National Park,9.6,Vikram Singh,3.1,2024-12-11,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0244,HTL060,Golden Sands Resort Bangalore,Bangalore,3,3.8,530,9264,414,435,24,2012,Yes,Yes,Yes,Yes,Yes,Groups,4.1,4.2,2.9,5.0,Bar|Free Parking|Bicycle Rental|Pet Friendly|Airport Shuttle|Spa,National Park,9.6,Kavya Iyer,4.4,2024-11-13,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0245,HTL060,Golden Sands Resort Bangalore,Bangalore,3,3.8,530,9264,414,435,24,2012,Yes,Yes,Yes,Yes,Yes,Groups,4.1,4.2,2.9,5.0,Bar|Free Parking|Bicycle Rental|Pet Friendly|Airport Shuttle|Spa,National Park,9.6,Deepika Bhatt,2.9,2024-11-09,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0246,HTL060,Golden Sands Resort Bangalore,Bangalore,3,3.8,530,9264,414,435,24,2012,Yes,Yes,Yes,Yes,Yes,Groups,4.1,4.2,2.9,5.0,Bar|Free Parking|Bicycle Rental|Pet Friendly|Airport Shuttle|Spa,National Park,9.6,Divya Choudhary,3.4,2024-02-21,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0247,HTL061,Blue Lagoon Resort Chennai,Chennai,4,4.3,1561,16399,699,187,2,1990,Partially,No,No,Yes,No,Solo Travelers,4.9,4.6,3.7,3.6,Rooftop Lounge|Pet Friendly|Free Parking|Gym|Room Service|Kids Club,Beach,9.0,Karan Malhotra,2.5,2024-03-15,Came here specifically for the rooftop sea view restaurant and it exceeded all expectations. The pool is right next to the open-air restaurant terrace so you get that incredible combination of swimming with ocean views and then dining with the same backdrop. The sunset from up there is one of the most beautiful things I have ever seen. Cocktails were creative and the chef curated a fresh catch menu daily. Perfect for couples and honeymooners.
REV0248,HTL061,Blue Lagoon Resort Chennai,Chennai,4,4.3,1561,16399,699,187,2,1990,Partially,No,No,Yes,No,Solo Travelers,4.9,4.6,3.7,3.6,Rooftop Lounge|Pet Friendly|Free Parking|Gym|Room Service|Kids Club,Beach,9.0,Karan Malhotra,2.5,2024-07-07,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0249,HTL061,Blue Lagoon Resort Chennai,Chennai,4,4.3,1561,16399,699,187,2,1990,Partially,No,No,Yes,No,Solo Travelers,4.9,4.6,3.7,3.6,Rooftop Lounge|Pet Friendly|Free Parking|Gym|Room Service|Kids Club,Beach,9.0,Vikram Singh,4.7,2024-05-06,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0250,HTL062,Golden Sands Resort Delhi,Delhi,4,3.0,2771,6923,253,222,21,1999,No,Yes,Yes,Yes,Yes,Mixed,3.2,4.2,3.8,3.9,Concierge|Rooftop Lounge|Spa|Conference Rooms,National Park,4.9,Sneha Patel,3.3,2024-05-05,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0251,HTL062,Golden Sands Resort Delhi,Delhi,4,3.0,2771,6923,253,222,21,1999,No,Yes,Yes,Yes,Yes,Mixed,3.2,4.2,3.8,3.9,Concierge|Rooftop Lounge|Spa|Conference Rooms,National Park,4.9,Siddharth Roy,4.4,2024-03-21,"The hotel's rooftop is its crown jewel. A full-service restaurant on top with 180 degree sea views and a heated infinity pool that seems to merge into the ocean. We had breakfast, lunch, and dinner all at the rooftop because we simply could not leave. The pool area has comfortable sunbeds and the staff serves poolside drinks and snacks. If you want sea view dining combined with a rooftop pool experience, this is the place."
REV0252,HTL062,Golden Sands Resort Delhi,Delhi,4,3.0,2771,6923,253,222,21,1999,No,Yes,Yes,Yes,Yes,Mixed,3.2,4.2,3.8,3.9,Concierge|Rooftop Lounge|Spa|Conference Rooms,National Park,4.9,Vikram Singh,2.7,2024-10-01,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
REV0253,HTL063,The Metro Grand Jaipur,Jaipur,5,3.3,670,14990,653,460,15,1990,Yes,Yes,Yes,No,No,Seniors,3.6,3.3,3.2,3.2,Free Parking|Bicycle Rental|Concierge|Laundry|Bar|Swimming Pool|Airport Shuttle|Restaurant,Botanical Garden,6.1,Priya Mehta,4.5,2024-04-16,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0254,HTL063,The Metro Grand Jaipur,Jaipur,5,3.3,670,14990,653,460,15,1990,Yes,Yes,Yes,No,No,Seniors,3.6,3.3,3.2,3.2,Free Parking|Bicycle Rental|Concierge|Laundry|Bar|Swimming Pool|Airport Shuttle|Restaurant,Botanical Garden,6.1,Siddharth Roy,2.8,2024-08-21,The rooftop lounge and restaurant is the highlight of this city hotel. Sitting 22 floors up with a panoramic 360 degree view of the city skyline is something else. We had cocktails and small plates up there every evening. The pool on the rooftop is a gorgeous glass edge pool that gives you a stunning overhead view of the streets below. Food is fusion cuisine and the quality is very high. Perfect for a long weekend city break.
REV0255,HTL063,The Metro Grand Jaipur,Jaipur,5,3.3,670,14990,653,460,15,1990,Yes,Yes,Yes,No,No,Seniors,3.6,3.3,3.2,3.2,Free Parking|Bicycle Rental|Concierge|Laundry|Bar|Swimming Pool|Airport Shuttle|Restaurant,Botanical Garden,6.1,Neha Bansal,2.7,2024-01-12,The most romantic hotel we have ever stayed at. The rooftop restaurant with its sea view and candle-lit tables is made for couples. The infinity pool right next to it means you can watch the stars from the water. Staff went out of their way to arrange a surprise sunset cruise for us. Room was elegantly designed with premium linen and a private balcony. This hotel understands romance at a deep level. Already planning to return for our next anniversary.
REV0256,HTL064,Emerald Bay Hotel,Jaipur,5,3.7,2287,7161,682,414,6,1986,Partially,Yes,Yes,No,Yes,Family,4.8,4.9,3.5,3.6,Pet Friendly|Room Service|Conference Rooms|Laundry|Concierge|Spa|Bicycle Rental|Gym|Kids Club,Local Market,3.2,Suresh Krishnan,4.1,2024-11-22,We had our family reunion here with 12 adults and 5 children. The hotel handled our group beautifully. Multiple dining options in the restaurant and poolside snack bar made feeding everyone effortless. The kids had a blast at the pool area which has slides and splash pads. Common areas are well-supervised. Evening cultural performances at the courtyard were a hit with both adults and kids. Rooms were clean and the buffet breakfast was elaborate and fresh.
REV0257,HTL064,Emerald Bay Hotel,Jaipur,5,3.7,2287,7161,682,414,6,1986,Partially,Yes,Yes,No,Yes,Family,4.8,4.9,3.5,3.6,Pet Friendly|Room Service|Conference Rooms|Laundry|Concierge|Spa|Bicycle Rental|Gym|Kids Club,Local Market,3.2,Amit Verma,3.3,2024-07-24,Traveled here with my family including two kids aged 6 and 10. The hotel was super family-friendly. There is a dedicated kids pool with water slides separate from the adult pool. The kids club ran activities from morning to evening so the children were entertained while we adults relaxed by the main pool. The restaurant had a children's menu with familiar dishes. Rooms were spacious enough for four people comfortably. The hotel is within walking distance of a beach which the kids absolutely loved.
REV0258,HTL064,Emerald Bay Hotel,Jaipur,5,3.7,2287,7161,682,414,6,1986,Partially,Yes,Yes,No,Yes,Family,4.8,4.9,3.5,3.6,Pet Friendly|Room Service|Conference Rooms|Laundry|Concierge|Spa|Bicycle Rental|Gym|Kids Club,Local Market,3.2,Kavya Iyer,2.6,2024-02-14,"No frills but everything you need. Clean rooms, functional pool, a simple restaurant with decent food. Staff was helpful with directions and local tips. Met a lot of solo travelers and backpackers here which made for a social atmosphere. The common lounge area is a great place to swap travel stories. No rooftop restaurant or sea views but for the price range this hotel delivers solid value. Great base for exploring the city."
REV0259,HTL064,Emerald Bay Hotel,Jaipur,5,3.7,2287,7161,682,414,6,1986,Partially,Yes,Yes,No,Yes,Family,4.8,4.9,3.5,3.6,Pet Friendly|Room Service|Conference Rooms|Laundry|Concierge|Spa|Bicycle Rental|Gym|Kids Club,Local Market,3.2,Sneha Patel,3.6,2024-10-02,"Came here for a birthday celebration and the rooftop restaurant delivered. The city view from up top is spectacular, especially at night when the lights of the city spread out below you. The pool on the same level makes it a complete rooftop experience. Desserts were exceptional and the staff arranged a surprise cake. Service was personalized and thoughtful. The hotel is centrally located so sightseeing was easy. Highly recommend for special occasions."
REV0260,HTL064,Emerald Bay Hotel,Jaipur,5,3.7,2287,7161,682,414,6,1986,Partially,Yes,Yes,No,Yes,Family,4.8,4.9,3.5,3.6,Pet Friendly|Room Service|Conference Rooms|Laundry|Concierge|Spa|Bicycle Rental|Gym|Kids Club,Local Market,3.2,Pooja Desai,4.2,2024-11-24,"Spent 3 nights here entirely focused on wellness. The spa menu is comprehensive with Ayurvedic treatments, deep tissue massages, and couple packages. The pool is kept at a comfortable temperature and the surrounding area is decorated with plants and ambient lighting. Restaurant food is healthy and fresh. The hotel maintains a no-noise policy after 10pm which makes the environment genuinely peaceful. If you want to decompress and recharge, this is the place."
REV0261,HTL065,Heritage Grand,Delhi,3,4.3,721,17766,555,287,35,2001,Yes,No,Yes,No,Yes,Family,3.7,3.9,3.8,3.5,Airport Shuttle|Spa|Kids Club|Room Service|Pet Friendly|Rooftop Lounge|Swimming Pool|Concierge,Zoo,1.8,Sneha Patel,3.1,2024-09-01,"Ideal hotel for business travel. Fast internet throughout the property including in all meeting rooms. The executive floor rooms have a dedicated work desk, ergonomic chair, and extra power outlets. The restaurant stays open late which is helpful after evening client dinners. Conference room setup was professional and the AV team was very responsive. Location is central to the business district. The pool and gym helped me maintain my routine during the work week."
REV0262,HTL065,Heritage Grand,Delhi,3,4.3,721,17766,555,287,35,2001,Yes,No,Yes,No,Yes,Family,3.7,3.9,3.8,3.5,Airport Shuttle|Spa|Kids Club|Room Service|Pet Friendly|Rooftop Lounge|Swimming Pool|Concierge,Zoo,1.8,Priya Mehta,4.6,2024-01-08,Rooftop restaurant with sea view — this was the main reason we booked and we were not disappointed. The pool sits right at the edge of the terrace overlooking the coastline. Dining experience was top tier. The pasta and grilled fish were outstanding. Ambiance in the evening with fairy lights and the sound of the sea was romantic beyond words. Rooms were also clean and well-maintained. Great value for a premium coastal experience.
